Individual,Species,Family,Month,Year,Location,Collector,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,Lattitude_Group,Temperature_District,Temperature_Before,Temperature_Of,Ecology,Voltinism,,
83,marbled white,Nymphalidae,June,2003,Buckinghamshire,CJ Luckens,male,23.935,241.891,2.414,9.653,2,England S,12.73,13.54,GG,Univoltine,,
88,marbled white,Nymphalidae,June,2003,Buckinghamshire,CJ Luckens,female,27.285,284.198,4.377,9.54,2,England S,12.73,13.54,GG,Univoltine,,
89,marbled white,Nymphalidae,June,2003,Buckinghamshire,CJ Luckens,female,26.084,266.288,3.458,9.048,2,England S,12.73,13.54,GG,Univoltine,,
70,peacock,Nymphalidae,january,2003,Oxfordshire,T Tsao,,25.777,287.927,2.625,8.734,2,England S,12.73,13.54,GS,Univoltine,,
121,speckled wood,Nymphalidae,May,2003,Glamorgan,CJ Luckens,,20.64,165.068,2.388,7.434,2,Wales,12.73,13.54,GG,Multivoltine,,
120,gatekeeper,Nymphalidae,July,2004,Hampshire,CJ Luckens,male,18.079,139.792,1.36,7.025,2,England S,13.54,12.9,GG,Univoltine,,
122,gatekeeper,Nymphalidae,July,2004,Hampshire,CJ Luckens,female,21.451,181.086,2.295,6.855,2,England S,13.54,12.9,GG,Univoltine,,
127,gatekeeper,Nymphalidae,July,2004,Hampshire,CJ Luckens,male,17.888,132.8,1.473,8.245,2,England S,13.54,12.9,GG,Univoltine,,
104,small tortoiseshell,Nymphalidae,January,2004,Oxfordshire,David Keen,,25.831,249.357,3.202,7.96,2,England S,13.54,12.9,GS,Multivoltine,,
89,wall,Nymphalidae,August,2006,Wiltshire,CJ Luckens,female,24.482,239.344,2.595,8.155,2,England S,12.735,13.09,GG,Multivoltine,,
92,wall,Nymphalidae,August,2006,East Sussex,CJ Luckens,female,23.676,222.692,2.77,8.329,2,England S,12.735,13.09,GG,Multivoltine,,
96,wall,Nymphalidae,August,2006,Wiltshire,CJ Luckens,female,24.686,240.662,2.553,8.219,2,England S,12.735,13.09,GG,Multivoltine,,
98,wall,Nymphalidae,August,2006,Wiltshire,CJ Luckens,male,22.452,191.52,1.709,8.998,2,England S,12.735,13.09,GG,Multivoltine,,
129,speckled wood,Nymphalidae,April,2011,Greater London,RC Revels,,21.442,174.69,3.059,7.351,2,England S,12.5,12.815,GG,Multivoltine,,
130,speckled wood,Nymphalidae,April,2011,Greater London,RC Revels,,21.377,178.162,2.45,6.576,2,England S,12.5,12.815,GG,Multivoltine,,
124,speckled wood,Nymphalidae,July,2012,Isle of Lewis,CJ Luckens,,21.69,191.535,1.403,8.063,9,Scotland,9.725,9.465,GG,Multivoltine,,
121,gatekeeper,Nymphalidae,July,2014,East Sussex,CJ Luckens,female,21.729,191.696,2.268,6.6,2,England S,11.77,13.24,GG,Univoltine,,
2,swallowtail,Papilionidae,,1890,Cambridgeshire,HS Sellon,female,38.793,514.582,5.164,10.926,3,England S,11.61,11.295,SS,Univoltine,,
7,swallowtail,Papilionidae,,1890,Cambridgeshire,HS Sellon,female,39.062,530.371,4.826,11.224,3,England S,11.61,11.295,SS,Univoltine,,
12,swallowtail,Papilionidae,,1890,Cambridgeshire,HS Sellon,female,35.923,467.231,5.946,10.027,3,England S,11.61,11.295,SS,Univoltine,,
13,swallowtail,Papilionidae,,1890,Cambridgeshire,WJ Austen,male,35.448,425.381,3.143,10.887,3,England S,11.61,11.295,SS,Univoltine,,
17,swallowtail,Papilionidae,,1890,Cambridgeshire,HS Sellon,male,37.591,475.951,4.788,10.962,3,England S,11.61,11.295,SS,Univoltine,,
18,swallowtail,Papilionidae,,1890,Cambridgeshire,WJ Austen,female,36.746,478.321,4.675,11.638,3,England S,11.61,11.295,SS,Univoltine,,
22,swallowtail,Papilionidae,,1890,Cambridgeshire,WJ Austen,female,34.705,429.407,5.315,10.775,3,England S,11.61,11.295,SS,Univoltine,,
29,swallowtail,Papilionidae,,1890,Cambridgeshire,H.S Sellon,male,34.572,446.3,3.942,12.231,3,England S,11.61,11.295,SS,Univoltine,,
35,swallowtail,Papilionidae,June,1892,Cambridgeshire,Blackerton Jones,female,39.435,515.425,5.189,11.147,3,England S,10.58,10.755,SS,Univoltine,,
31,swallowtail,Papilionidae,June,1896,Cambridgeshire,Nevil V Sidgwick,female,41.572,582.703,4.587,11.995,3,England S,11.89,12.455,SS,Univoltine,,
1,swallowtail,Papilionidae,June,1897,Cambridgeshire,H Goss,female,39.345,488.495,5.46,10.776,3,England S,12.455,12.03,SS,Univoltine,,
6,swallowtail,Papilionidae,June,1897,Cambridgeshire,H Goss,male,36.121,451.736,4.713,9.992,3,England S,12.455,12.03,SS,Univoltine,,
11,swallowtail,Papilionidae,June,1897,Cambridgeshire,H Goss,male,36.467,468.099,3.668,11.006,3,England S,12.455,12.03,SS,Univoltine,,
16,swallowtail,Papilionidae,June,1897,Cambridgeshire,H Goss,male,36.364,469.411,3.6,12.165,3,England S,12.455,12.03,SS,Univoltine,,
24,swallowtail,Papilionidae,,1897,Cambridgeshire,H Goss,female,38.835,522.448,5.162,13.543,3,England S,12.455,12.03,SS,Univoltine,,
28,swallowtail,Papilionidae,June,1897,Cambridgeshire,H Goss,female,40.44,559.937,5.964,11.691,3,England S,12.455,12.03,SS,Univoltine,,
72,swallowtail,Papilionidae,August,1899,Cambridgeshire,F Merrifield,female,40.361,577.489,5.711,12.923,3,England S,11.41,12.28,SS,Univoltine,,
21,swallowtail,Papilionidae,August,1901,Cambridgeshire,AH Hamm,male,39.122,508.197,3.628,11.224,3,England S,11.565,11.825,SS,Univoltine,,
23,swallowtail,Papilionidae,,1901,Norfolk,CH Forsythe,male,32.647,367.887,4.566,11.115,3,England S,11.565,11.825,SS,Univoltine,,
40,swallowtail,Papilionidae,June,1903,Norfolk,HM Edelsten,female,39.633,550.433,5.891,13.465,3,England S,10.995,11.11,SS,Univoltine,,
10,swallowtail,Papilionidae,,1905,Cambridgeshire,Nevil V Sidgwick,male,37.443,471.334,4.419,10.812,3,England S,11.6,11.975,SS,Univoltine,,
4,swallowtail,Papilionidae,,1906,Cambridgeshire,Arthur Sidgwick,female,37.216,478.376,5.162,9.842,3,England S,11.975,11.515,SS,Univoltine,,
15,swallowtail,Papilionidae,July,1906,Cambridgeshire,Nevil V Sidgwick,male,34.155,388.498,3.483,9.133,3,England S,11.975,11.515,SS,Univoltine,,
20,swallowtail,Papilionidae,July,1906,Cambridgeshire,Nevil V Sidgwick,female,37.921,515.477,5.162,10.587,3,England S,11.975,11.515,SS,Univoltine,,
25,swallowtail,Papilionidae,,1908,Norfolk,HG Champion,female,31.034,312.378,4.039,9.016,3,England S,10.945,11.245,SS,Univoltine,,
27,swallowtail,Papilionidae,,1908,Norfolk,CH Forsythe,male,36.264,456.901,3.707,11.495,3,England S,10.945,11.245,SS,Univoltine,,
32,swallowtail,Papilionidae,June,1916,Cambridgeshire,C Hoirsheim,male,39.173,520.547,4.366,12.09,3,England S,11.32,11.1,SS,Univoltine,,
38,swallowtail,Papilionidae,June,1916,Cambridgeshire,C Hoirsheim,female,39.339,552.439,5.866,11.513,3,England S,11.32,11.1,SS,Univoltine,,
39,swallowtail,Papilionidae,June,1916,Cambridgeshire,C Hoirsheim,male,38.555,494.7,4.793,12.886,3,England S,11.32,11.1,SS,Univoltine,,
41,swallowtail,Papilionidae,June,1916,Cambridgeshire,C Hoirsheim,male,39.588,502.971,4.215,11.511,3,England S,11.32,11.1,SS,Univoltine,,
3,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,male,34.099,392.165,3.179,11.379,3,England S,11.66,11.32,SS,Univoltine,,
8,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,male,31.144,332.12,2.992,9.955,3,England S,11.66,11.32,SS,Univoltine,,
9,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,male,38.571,484.424,3.299,12.804,3,England S,11.66,11.32,SS,Univoltine,,
14,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,female,40.342,576.193,5.155,13.213,3,England S,11.66,11.32,SS,Univoltine,,
19,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,male,39.693,533.91,3.972,14.889,3,England S,11.66,11.32,SS,Univoltine,,
26,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,female,42.29,596.892,5.863,12.435,3,England S,11.66,11.32,SS,Univoltine,,
30,swallowtail,Papilionidae,May,1919,Norfolk,Robertson,male,38.005,507.55,4.077,13.949,3,England S,11.66,11.32,SS,Univoltine,,
50,swallowtail,Papilionidae,June,1921,Cambridgeshire,LH Matthews,male,36.708,455.89,4.824,11.875,3,England S,11.585,12.62,SS,Univoltine,,
51,swallowtail,Papilionidae,June,1921,Cambridgeshire,LH Matthews,female,40.66,548.896,4.67,11.845,3,England S,11.585,12.62,SS,Univoltine,,
49,swallowtail,Papilionidae,May,1927,Cambridgeshire,GC Varley,male,36.699,417.823,3.907,10.134,3,England S,11.995,11.765,SS,Univoltine,,
58,swallowtail,Papilionidae,June,1928,Norfolk,LW newman,female,42.543,581.347,6.38,11.671,3,England S,11.765,11.69,SS,Univoltine,,
5,swallowtail,Papilionidae,,1930,Norfolk,Selwyn Image,male,34.937,468.827,4.002,11.432,3,England S,11.36,11.76,SS,Univoltine,,
46,swallowtail,Papilionidae,June,1930,Cambridgeshire,GC Varley,male,37.217,443.357,4.304,10.96,3,England S,11.36,11.76,SS,Univoltine,,
48,swallowtail,Papilionidae,June,1930,Cambridgeshire,GC Varley,male,37.474,489.106,4.611,11.051,3,England S,11.36,11.76,SS,Univoltine,,
47,swallowtail,Papilionidae,June,1931,Cambridgeshire,GC Varley,male,38.096,484.784,4.06,11.294,3,England S,11.76,11.165,SS,Univoltine,,
53,swallowtail,Papilionidae,July,1934,Cambridgeshire,JV Dacie,male,38.749,506.582,3.938,12.949,3,England S,13.045,12.065,SS,Univoltine,,
57,swallowtail,Papilionidae,July,1935,Norfolk,S poles,male,40.538,555.731,3.938,13.37,3,England S,12.065,12.195,SS,Univoltine,,
42,swallowtail,Papilionidae,May,1940,Cambridgeshire,DWF Ffennell,male,39.943,531.922,3.499,13.011,3,England S,11.805,12.26,SS,Univoltine,,
43,swallowtail,Papilionidae,May,1940,Cambridgeshire,DWF Ffennell,male,36.738,481.967,4.152,12.974,3,England S,11.805,12.26,SS,Univoltine,,
44,swallowtail,Papilionidae,May,1940,Cambridgeshire,DWF Ffennell,male,35.887,454.277,3.511,11.585,3,England S,11.805,12.26,SS,Univoltine,,
74,swallowtail,Papilionidae,July,1945,Kent,DWF Ffennell,male,37.78,501.729,4.061,11.694,2,England S,12.155,12.74,SS,Univoltine,,
73,swallowtail,Papilionidae,May,1948,Norfolk,D Owen,female,38.759,510.872,5.129,11.996,3,England S,12.715,12.09,SS,Univoltine,,
56,swallowtail,Papilionidae,,1949,Norfolk,JF Burton,male,39.009,512.381,4.061,12.18,3,England S,12.09,12.425,SS,Univoltine,,
52,swallowtail,Papilionidae,June,1956,Norfolk,LH Newman,female,38.675,537.414,5.861,10.747,3,England S,11.745,11.12,SS,Univoltine,,
54,swallowtail,Papilionidae,July,1956,Norfolk,WD,female,41.667,556.441,4.823,11.264,3,England S,11.745,11.12,SS,Univoltine,,
75,swallowtail,Papilionidae,May,1965,Hampshire,RC Revels,male,35.265,420.851,4.449,12.906,2,England S,11.815,11.23,SS,Univoltine,,
77,swallowtail,Papilionidae,June,1965,Hampshire,RC Revels,male,36.537,449.887,4.599,12.509,2,England S,11.815,11.23,SS,Univoltine,,
80,swallowtail,Papilionidae,June,1965,Hampshire,RC Revels,male,31.244,354.526,3.904,10.628,2,England S,11.815,11.23,SS,Univoltine,,
60,swallowtail,Papilionidae,,1966,Norfolk,P Taylor,male,40.146,536.381,4.581,13.675,3,England S,11.23,11.595,SS,Univoltine,,
64,swallowtail,Papilionidae,,1966,Norfolk,P Taylor,male,37.766,475.895,4.307,13.126,3,England S,11.23,11.595,SS,Univoltine,,
67,swallowtail,Papilionidae,,1966,Norfolk,P Taylor,female,41.3,595.226,5.221,13.708,3,England S,11.23,11.595,SS,Univoltine,,
71,swallowtail,Papilionidae,May,1966,Norfolk,PW Cribb,male,35.839,443.132,3.758,12.496,3,England S,11.23,11.595,SS,Univoltine,,
76,swallowtail,Papilionidae,May,1966,Hampshire,RC Revels,female,40.725,585.456,5.575,14.495,2,England S,11.23,11.595,SS,Univoltine,,
78,swallowtail,Papilionidae,June,1966,Hampshire,RC Revels,male,35.83,431.815,4.147,12.788,2,England S,11.23,11.595,SS,Univoltine,,
79,swallowtail,Papilionidae,June,1966,Hampshire,RC Revels,male,37.407,456.319,4.146,12.754,2,England S,11.23,11.595,SS,Univoltine,,
65,swallowtail,Papilionidae,,1970,Norfolk,P Taylor,male,38.959,483.34,4.976,12.276,3,England S,11.525,11.62,SS,Univoltine,,
66,swallowtail,Papilionidae,,1970,Norfolk,P Taylor,female,41.961,586.529,5.434,13.939,3,England S,11.525,11.62,SS,Univoltine,,
70,swallowtail,Papilionidae,May,1970,Norfolk,PW Cribb,female,40.861,568.285,4.732,12.671,3,England S,11.525,11.62,SS,Univoltine,,
68,swallowtail,Papilionidae,May,1972,Norfolk,PW Cribb,male,32.982,372.19,2.992,11.325,3,England S,11.5,11.25,SS,Univoltine,,
62,swallowtail,Papilionidae,,1975,Norfolk,P Taylor,female,39.221,554.894,5.007,13.828,3,England S,11.34,12.11,SS,Univoltine,,
45,swallowtail,Papilionidae,June,1976,Norfolk,JS Haywood,female,40.443,573.41,5.343,12.529,3,England S,12.11,12.84,SS,Univoltine,,
55,swallowtail,Papilionidae,May,1977,Norfolk,R Owen,female,40.623,584.559,5.772,12.616,3,England S,12.84,11.255,SS,Univoltine,,
59,swallowtail,Papilionidae,May,1977,Norfolk,R Owen,male,38.519,512.233,3.336,12.401,3,England S,12.84,11.255,SS,Univoltine,,
61,swallowtail,Papilionidae,August,1982,Norfolk,M Colvin,female,40.48,565.437,4.152,13.204,3,England S,12.02,12.265,SS,Univoltine,,
63,swallowtail,Papilionidae,June,1982,Norfolk,PJC Russel,female,40.678,560.792,5.372,13.067,3,England S,12.02,12.265,SS,Univoltine,,
69,swallowtail,Papilionidae,August,1990,Norfolk,PW Cribb,female,39.188,551.155,4.152,11.418,3,England S,12.835,12.95,SS,Univoltine,,
12,brimstone,Pieridae,August,1876,Suffolk,FA Dixey,male,27.896,309.689,3.239,11.352,3,England S,10.81,11.65,GS,Univoltine,,
6,brimstone,Pieridae,,1884,Hertfordshire,Chitty,female,28.694,334.389,2.796,9.669,2,England S,10.71,11.91,GS,Univoltine,,
45,brimstone,Pieridae,August,1886,Kent,,male,29.688,334.326,2.503,9.921,2,England S,10.94,11.32,GS,Univoltine,,
46,brimstone,Pieridae,October,1887,Greater London,,male,27.982,309.692,3.266,11.691,2,England S,11.32,11.35,GS,Univoltine,,
12,large white,Pieridae,May,1887,Dorset,HS Sellon,male,30.338,349.505,2.233,12.608,1,England S,11.32,11.35,GG,Multivoltine,,
13,large white,Pieridae,May,1887,Dorset,HS Sellon,male,31.63,347.975,2.016,12.398,1,England S,11.32,11.35,GG,Multivoltine,,
14,large white,Pieridae,May,1887,Dorset,HS Sellon,male,30.279,328.804,2.687,11.478,1,England S,11.32,11.35,GG,Multivoltine,,
15,large white,Pieridae,May,1887,Dorset,HS Sellon,female,30.864,348.801,2.571,10.413,1,England S,11.32,11.35,GG,Multivoltine,,
16,large white,Pieridae,May,1887,Dorset,HS Sellon,female,31.781,379.354,2.718,10.411,1,England S,11.32,11.35,GG,Multivoltine,,
17,large white,Pieridae,May,1887,Dorset,HS Sellon,female,32.079,374.85,3.217,10.603,1,England S,11.32,11.35,GG,Multivoltine,,
75,wood white,Pieridae,June,1887,Dorset,Chitty,female,19.592,141.639,1.208,9.283,1,England S,11.32,11.35,GG,Univoltine,,
88,wood white,Pieridae,June,1887,Hampshire,HS Sellon,male,18.005,111.822,1.027,9.184,2,England S,11.32,11.35,GG,Univoltine,,
28,large white,Pieridae,August,1888,Hampshire,Chitty,female,34.415,456.708,2.961,11.691,2,England S,11.35,10.245,GG,Multivoltine,,
85,wood white,Pieridae,June,1888,Hampshire,HS Sellon,female,18.888,124.433,1.143,9.301,2,England S,11.35,10.245,GG,Univoltine,,
86,wood white,Pieridae,June,1888,Hampshire,HS Sellon,male,21.124,151.709,1.142,9.571,2,England S,11.35,10.245,GG,Univoltine,,
87,wood white,Pieridae,June,1888,Hampshire,HS Sellon,male,19.202,122.132,0.911,10.396,2,England S,11.35,10.245,GG,Univoltine,,
1,orange tip,Pieridae,,1889,Surrey,Chitty,male,21.167,167.089,1.636,10.68,2,England S,10.245,11.61,GG,Univoltine,,
30,large white,Pieridae,August,1890,Hampshire,Chitty,female,32.838,406.006,2.87,10.776,2,England S,11.61,11.295,GG,Multivoltine,,
28,orange tip,Pieridae,June,1890,Cumbria,Chitty,male,20.446,152.598,1.701,11.001,5,England N,10.24,9.91,GG,Univoltine,,
29,orange tip,Pieridae,June,1890,Cumbria,Chitty,male,17.765,116.191,1.226,9.824,5,England N,10.24,9.91,GG,Univoltine,,
47,brimstone,Pieridae,August,1891,Northamptonshire,,male,26.862,276.115,3.206,9.927,2,England S,11.295,10.58,GS,Univoltine,,
2,large white,Pieridae,,1891,Devon,Meldola,male,29.157,311.059,2.159,11.265,1,England S,11.295,10.58,GG,Multivoltine,,
29,large white,Pieridae,August,1891,Hampshire,Chitty,female,30.306,350.678,3.449,10.319,2,England S,11.295,10.58,GG,Multivoltine,,
31,large white,Pieridae,July,1891,Hampshire,Chitty,female,35.233,475.071,3.848,13.038,2,England S,11.295,10.58,GG,Multivoltine,,
6,large white,Pieridae,August,1892,Devon,FA Dixey,female,34.691,477.359,3.175,10.684,1,England S,10.58,10.755,GG,Multivoltine,,
36,orange tip,Pieridae,,1892,Lancashire,CF Johnson,male,21.926,170.393,1.665,8.712,4,England N,9.115,9.15,GG,Univoltine,,
32,large white,Pieridae,April,1893,Oxfordshire,FA Dixey,male,30.111,338.66,3.236,10.319,2,England S,10.755,13.29,GG,Multivoltine,,
33,large white,Pieridae,April,1893,Oxfordshire,FA Dixey,female,30.691,347.093,2.992,12.67,2,England S,10.755,13.29,GG,Multivoltine,,
78,large white,Pieridae,May,1893,Greater London,,female,28.748,290.323,2.739,9.587,2,England S,10.755,13.29,GG,Multivoltine,,
13,orange tip,Pieridae,May,1893,Surrey,Chitty,female,22.557,192.59,2.867,9.546,2,England S,10.755,13.29,GG,Univoltine,,
26,orange tip,Pieridae,June,1893,Yorkshire,RH Heath,male,20.06,150.813,1.793,9.878,5,England N,9.15,11.62,GG,Univoltine,,
27,orange tip,Pieridae,June,1893,Yorkshire,RH Heath,female,22.111,169.701,1.812,8.049,5,England N,9.15,11.62,GG,Univoltine,,
8,wood white,Pieridae,July,1893,Devon,H Goss,male,18.918,122.792,0.964,9.31,1,England S,10.755,13.29,GG,Univoltine,,
9,wood white,Pieridae,July,1893,Devon,H Goss,female,20.067,149.957,1.089,9.162,1,England S,10.755,13.29,GG,Univoltine,,
17,wood white,Pieridae,July,1893,Devon,H Goss,male,17.664,115.347,0.943,9.102,1,England S,10.755,13.29,GG,Univoltine,,
49,wood white,Pieridae,May,1893,Hampshire,W Holland,male,19.05,128.103,0.927,9.718,2,England S,10.755,13.29,GG,Univoltine,,
56,wood white,Pieridae,May,1893,Hampshire,W Holland,male,20.228,139.741,1.142,11.021,2,England S,10.755,13.29,GG,Univoltine,,
57,wood white,Pieridae,April,1893,Hampshire,AH Hamm,female,19.005,134.118,1.341,10.623,2,England S,10.755,13.29,GG,Univoltine,,
21,brimstone,Pieridae,September,1896,Warwickshire,Nevil V Sidgwick,male,27.781,297.952,2.91,10.438,3,England S,11.89,12.455,GS,Univoltine,,
22,brimstone,Pieridae,October,1896,Warwickshire,Nevil V Sidgwick,male,27.577,293.58,2.936,10.437,3,England S,11.89,12.455,GS,Univoltine,,
24,brimstone,Pieridae,May,1896,Oxfordshire,Nevil V Sidgwick,male,29.551,329.35,2.355,11.299,2,England S,11.89,12.455,GS,Univoltine,,
42,orange tip,Pieridae,May,1896,Oxfordshire,Nevil V Sidgwick,female,22.235,185.878,2.635,9.022,2,England S,11.89,12.455,GG,Univoltine,,
43,orange tip,Pieridae,May,1896,Oxfordshire,Nevil V Sidgwick,male,19.7,140.383,1.409,9.164,2,England S,11.89,12.455,GG,Univoltine,,
58,wood white,Pieridae,May,1896,Hampshire,,female,18.23,111.171,1.059,8.736,2,England S,11.89,12.455,GG,Univoltine,,
59,wood white,Pieridae,July,1896,Hampshire,AH Hamm,male,19.943,130.517,1.093,10.325,2,England S,11.89,12.455,GG,Univoltine,,
77,wood white,Pieridae,July,1896,Devon,Nevil V Sidgwick,male,19.315,132.325,1.076,9.531,1,England S,11.89,12.455,GG,Univoltine,,
60,brimstone,Pieridae,April,1897,Gloucestershire,,female,29.828,362.027,2.626,9.738,2,England S,12.455,12.03,GS,Univoltine,,
1,large white,Pieridae,May,1897,Devon,Selwyn Image,male,29.325,288.516,2.718,10.41,1,England S,12.455,12.03,GG,Multivoltine,,
36,large white,Pieridae,August,1897,Berkshire,AH Hamm,female,33.059,423.778,3.175,10.718,2,England S,12.455,12.03,GG,Multivoltine,,
37,large white,Pieridae,August,1897,Berkshire,AH Hamm,female,32.976,405.878,2.718,12.149,2,England S,12.455,12.03,GG,Multivoltine,,
2,orange tip,Pieridae,,1897,Surrey,Chitty,female,18.125,140.486,1.405,8.218,2,England S,12.455,12.03,GG,Univoltine,,
44,orange tip,Pieridae,May,1897,Oxfordshire,Nevil V Sidgwick,female,19.371,149.643,2.579,8.158,2,England S,12.455,12.03,GG,Univoltine,,
45,orange tip,Pieridae,May,1897,Oxfordshire,nevil V Sidgwick,female,19.707,153.075,2.507,7.738,2,England S,12.455,12.03,GG,Univoltine,,
3,brimstone,Pieridae,,1898,West Sussex,H Goss,male,27.115,291.979,2.492,8.5,2,England S,12.03,11.41,GS,Univoltine,,
4,brimstone,Pieridae,,1898,West Sussex,H Goss,male,27.346,311.766,2.077,7.281,2,England S,12.03,11.41,GS,Univoltine,,
5,brimstone,Pieridae,,1898,West Sussex,H Goss,female,28.227,330.177,3.074,7.974,2,England S,12.03,11.41,GS,Univoltine,,
21,large white,Pieridae,August,1898,Isle of Wight,CB Sanders,female,28.708,299.362,2.537,11.76,1,England S,12.03,11.41,GG,Multivoltine,,
22,large white,Pieridae,August,1898,Isle of Wight,CB Sanders,female,26.428,267.592,2.474,10.257,1,England S,12.03,11.41,GG,Multivoltine,,
23,large white,Pieridae,August,1898,Isle of Wight,CB Sanders,male,29.175,317.735,2.078,10.901,1,England S,12.03,11.41,GG,Multivoltine,,
24,large white,Pieridae,August,1898,Isle of Wight,CB Sanders,male,28.658,304.154,2.444,12.699,1,England S,12.03,11.41,GG,Multivoltine,,
25,large white,Pieridae,August,1898,Isle of Wight,CB Sanders,male,24.923,229.747,2.628,11.021,1,England S,12.03,11.41,GG,Multivoltine,,
34,large white,Pieridae,May,1898,Oxfordshire,W Holland,male,30.146,335.283,2.595,11.63,2,England S,12.03,11.41,GG,Multivoltine,,
38,large white,Pieridae,,1898,Oxfordshire,Arthur Pickard Cambridgeshire,male,29.664,325.555,2.505,11.337,2,England S,12.03,11.41,GG,Multivoltine,,
46,orange tip,Pieridae,June,1898,Oxfordshire,Nevil V Sidgwick,female,20.085,151.035,2.341,8.835,2,England S,12.03,11.41,GG,Univoltine,,
47,orange tip,Pieridae,June,1898,Oxfordshire,Nevil V Sidgwick,female,21.383,161.305,1.959,7.758,2,England S,12.03,11.41,GG,Univoltine,,
80,wood white,Pieridae,June,1898,Gloucestershire,WG Pogson Smith,male,19.985,133.632,1.142,10.143,2,England S,12.03,11.41,GG,Univoltine,,
81,wood white,Pieridae,,1898,Gloucestershire,J Osborne,female,22.681,167.864,1.126,11.534,2,England S,12.03,11.41,GG,Univoltine,,
19,large white,Pieridae,July,1899,Dorset,WG Pogson Smith,female,32.207,398.297,3.083,11.634,1,England S,11.41,12.28,GG,Multivoltine,,
25,orange tip,Pieridae,June,1899,Essex,Meldola,male,21.506,171.366,1.5,11.689,2,England S,11.41,12.28,GG,Univoltine,,
29,brimstone,Pieridae,May,1900,Surrey,,female,29.336,330.173,2.741,8.186,2,England S,12.28,11.565,GS,Univoltine,,
48,brimstone,Pieridae,August,1900,Oxfordshire,AH Hamm,male,28.532,299.433,2.961,11.021,2,England S,12.28,11.565,GS,Univoltine,,
7,large white,Pieridae,June,1900,Gloucestershire,WG Pogson Smith,male,30.343,349.853,2.473,13.462,2,England S,12.28,11.565,GG,Multivoltine,,
100,orange tip,Pieridae,May,1900,Oxfordshire,WG Pogson Smith,female,20.588,156.421,2.433,9.488,2,England S,12.28,11.565,GG,Univoltine,,
101,orange tip,Pieridae,June,1900,Oxfordshire,WG Pogson Smith,female,18.592,115.718,1.799,7.014,2,England S,12.28,11.565,GG,Univoltine,,
95,brimstone,Pieridae,July,1901,East Sussex,,male,28.024,304.921,3.515,9.035,2,England S,11.565,11.825,GS,Univoltine,,
96,brimstone,Pieridae,July,1901,East Sussex,,male,26.931,287.395,2.656,10.9,2,England S,11.565,11.825,GS,Univoltine,,
48,large white,Pieridae,May,1901,Kent,AB Farn,male,28.022,282.54,2.145,10.704,2,England S,11.565,11.825,GG,Multivoltine,,
49,large white,Pieridae,May,1901,Kent,AB Farn,female,27.553,281.817,2.817,8.506,2,England S,11.565,11.825,GG,Multivoltine,,
53,wood white,Pieridae,May,1901,Hampshire,Meldola,male,19.66,125.019,1.043,10.161,2,England S,11.565,11.825,GG,Univoltine,,
94,brimstone,Pieridae,September,1902,East Sussex,,male,30.136,346.596,3.144,11.755,2,England S,11.825,10.995,GS,Univoltine,,
47,large white,Pieridae,July,1902,Hampshire,Nevil V Sidgwick,female,30.319,321.971,2.597,11.511,2,England S,11.825,10.995,GG,Multivoltine,,
64,orange tip,Pieridae,June,1902,West Sussex,,male,18.472,136.28,1.229,7.901,2,England S,11.825,10.995,GG,Univoltine,,
102,orange tip,Pieridae,May,1902,Oxfordshire,Arthur Sidgwick,male,17.29,107.439,1.349,8.05,2,England S,11.825,10.995,GG,Univoltine,,
50,wood white,Pieridae,June,1902,Hampshire,Chitty,male,19.14,123.353,1.027,10.408,2,England S,11.825,10.995,GG,Univoltine,,
51,wood white,Pieridae,June,1902,Hampshire,Chitty,male,20.475,148.116,1.191,11.965,2,England S,11.825,10.995,GG,Univoltine,,
52,wood white,Pieridae,June,1902,Hampshire,Chitty,female,18.057,109.583,1.307,8.721,2,England S,11.825,10.995,GG,Univoltine,,
8,large white,Pieridae,August,1903,Cornwall,WM Geldart,male,30.901,359.705,2.656,10.715,1,England S,10.995,11.11,GG,Multivoltine,,
10,large white,Pieridae,August,1903,Cornwall,WM Geldart,male,32.905,394.87,2.351,13.004,1,England S,10.995,11.11,GG,Multivoltine,,
26,large white,Pieridae,August,1903,Hampshire,GE Shelley,female,31.124,370.53,2.871,10.475,2,England S,10.995,11.11,GG,Multivoltine,,
17,brimstone,Pieridae,September,1904,Kent,Chitty,male,27.467,284.423,2.935,10.493,2,England S,11.11,11.6,GS,Univoltine,,
18,brimstone,Pieridae,August,1904,Kent,Chitty,male,27.718,301.955,3.129,8.333,2,England S,11.11,11.6,GS,Univoltine,,
19,brimstone,Pieridae,August,1904,Kent,Chitty,female,27.632,309.664,3.102,10.914,2,England S,11.11,11.6,GS,Univoltine,,
23,brimstone,Pieridae,July,1904,Cumbria,Nevil V Sidgwick,female,28.104,297.04,2.964,8.778,5,England N,9.785,10.24,GS,Univoltine,,
50,large white,Pieridae,August,1904,Kent,Chitty,male,29.115,298.142,2.248,10.982,2,England S,11.11,11.6,GG,Multivoltine,,
